date,campaign_id,channel,campaign_type,region,device,impressions,clicks,conversions,cost,revenue,ctr,conversion_rate,roi
2024-08-02,101337,YouTube Ads,Remarketing,South,Desktop,16089,350,34,2674.79,22497.05,0.0218,0.0971,7.4108
2024-10-19,101338,Facebook Ads,Remarketing,North,Mobile,36015,1308,170,48435.75,47073.48,0.0363,0.13,-0.0281
2024-03-15,101339,YouTube Ads,Brand,West,Mobile,38233,345,7,6797.88,1743.74,0.009,0.0203,-0.7435
2024-11-21,101340,Email,Remarketing,North,Mobile,18321,566,55,1509.89,33473.62,0.0309,0.0972,21.1696
2024-05-25,101341,Facebook Ads,Performance,North,Desktop,39764,776,51,10018.5,21238.21,0.0195,0.0657,1.1199
2024-05-07,101342,Google Search,Performance,North,Desktop,28738,1274,92,90154.69,20323.93,0.0443,0.0722,-0.7746
2024-12-06,101343,Affiliate,Performance,North,Mobile,26373,432,32,3259.22,11514.02,0.0164,0.0741,2.5328
2024-02-11,101344,Facebook Ads,Performance,North,Mobile,24459,322,25,9724.86,8201.13,0.0132,0.0776,-0.1567
2024-12-21,101345,Google Search,Performance,North,Mobile,46027,3480,212,140510.21,95820.02,0.0756,0.0609,-0.3181
2024-02-10,101346,Instagram Ads,Performance,South,Desktop,15131,536,27,16727.48,12316.01,0.0354,0.0504,-0.2637
2024-02-03,101347,Email,Performance,East,Desktop,10513,714,67,2390.32,24504.36,0.0679,0.0938,9.2515
2024-01-17,101348,Facebook Ads,Brand,South,Mobile,24266,563,19,9470.64,9460.06,0.0232,0.0337,-0.0011
2024-06-13,101349,Facebook Ads,Performance,North,Mobile,28283,1028,31,10670.57,11229.07,0.0363,0.0302,0.0523
2024-06-01,101350,Facebook Ads,Remarketing,East,Mobile,27293,941,95,15404.87,29753.16,0.0345,0.101,0.9314
2024-03-16,101351,Affiliate,Performance,East,Mobile,16227,740,36,7755.23,13287.28,0.0456,0.0486,0.7133
2024-03-27,101352,Google Search,Performance,West,Desktop,26101,834,62,52127.58,19901.27,0.032,0.0743,-0.6182
2024-04-26,101353,Instagram Ads,Brand,North,Mobile,36107,1210,30,16740.38,17035.49,0.0335,0.0248,0.0176
2024-12-27,101354,Affiliate,Brand,North,Mobile,24333,847,9,7557.42,4062.94,0.0348,0.0106,-0.4624
2024-12-07,101355,Google Search,Performance,South,Mobile,20556,1177,95,54266.78,24339.05,0.0573,0.0807,-0.5515
2024-01-27,101356,Affiliate,Brand,East,Mobile,19480,636,11,3589.47,6367.77,0.0326,0.0173,0.774
2024-11-08,101357,Affiliate,Performance,East,Mobile,19093,818,39,13518.29,9168.42,0.0428,0.0477,-0.3218
2024-10-13,101358,Display,Remarketing,North,Desktop,27321,533,28,2102.71,12102.33,0.0195,0.0525,4.7556
2024-05-13,101359,Google Search,Performance,West,Mobile,25241,1803,158,115790.68,24511.91,0.0714,0.0876,-0.7883
2024-08-06,101360,YouTube Ads,Remarketing,North,Mobile,30953,840,90,8701.77,44472.34,0.0271,0.1071,4.1107
2024-06-16,101361,Email,Performance,East,Mobile,12383,547,34,1553.33,11289.44,0.0442,0.0622,6.2679
2024-04-07,101362,Affiliate,Brand,West,Mobile,22111,866,26,9661.04,10494.75,0.0392,0.03,0.0863
2024-09-24,101363,Google Search,Performance,West,Mobile,27004,1371,74,48253.29,17721.31,0.0508,0.054,-0.6327
2024-08-24,101364,Email,Brand,East,Mobile,19518,741,20,1498.93,7494.29,0.038,0.027,3.9998
2024-11-04,101365,Facebook Ads,Performance,North,Mobile,20512,756,35,29084.45,10256.1,0.0369,0.0463,-0.6474
2024-06-21,101366,Google Search,Brand,North,Mobile,21349,1606,19,61555.25,4239.0,0.0752,0.0118,-0.9311
2024-07-08,101367,Instagram Ads,Performance,North,Desktop,31574,1089,75,14095.46,15537.89,0.0345,0.0689,0.1023
2024-05-01,101368,Email,Performance,South,Mobile,8701,538,24,1077.06,11603.71,0.0618,0.0446,9.7735
2024-02-15,101369,Instagram Ads,Brand,South,Mobile,26805,640,20,17133.08,9995.51,0.0239,0.0312,-0.4166
2024-03-04,101370,Instagram Ads,Brand,West,Mobile,29404,773,18,12630.59,4765.74,0.0263,0.0233,-0.6227
2024-05-09,101371,Affiliate,Performance,North,Desktop,14516,634,30,4801.97,14565.79,0.0437,0.0473,2.0333
2024-11-05,101372,Facebook Ads,Performance,South,Mobile,29914,656,47,14717.06,15889.29,0.0219,0.0716,0.0797
2024-12-28,101373,YouTube Ads,Remarketing,West,Mobile,33728,299,18,2197.93,10364.58,0.0089,0.0602,3.7156
2024-07-11,101374,Facebook Ads,Brand,East,Mobile,28882,594,19,13044.23,8406.48,0.0206,0.032,-0.3555
2024-11-02,101375,Facebook Ads,Performance,East,Mobile,13502,296,18,10616.52,6847.41,0.0219,0.0608,-0.355
2024-06-29,101376,YouTube Ads,Performance,North,Desktop,29111,331,28,4123.68,11082.8,0.0114,0.0846,1.6876
2024-10-18,101377,Affiliate,Performance,East,Desktop,19681,532,21,6762.82,3368.42,0.027,0.0395,-0.5019
2024-10-08,101378,Instagram Ads,Performance,East,Mobile,41223,1765,100,51726.51,50705.16,0.0428,0.0567,-0.0197
2024-01-29,101379,Email,Performance,East,Desktop,9142,575,24,1761.74,10989.24,0.0629,0.0417,5.2377
2024-05-28,101380,Google Search,Remarketing,West,Mobile,33103,1731,97,39541.81,32710.18,0.0523,0.056,-0.1728
2024-09-23,101381,Google Search,Performance,East,Mobile,29669,1943,188,63909.55,43634.68,0.0655,0.0968,-0.3172
2024-10-22,101382,Instagram Ads,Brand,East,Desktop,42378,720,22,23144.49,10233.27,0.017,0.0306,-0.5579
2024-01-11,101383,Google Search,Performance,West,Mobile,22332,1510,79,102877.98,31936.04,0.0676,0.0523,-0.6896
2024-06-12,101384,Facebook Ads,Performance,South,Mobile,24165,586,27,19232.55,4730.91,0.0242,0.0461,-0.754
2024-04-22,101385,Instagram Ads,Performance,West,Desktop,22491,806,35,18362.04,17379.47,0.0358,0.0434,-0.0535
2024-07-05,101386,Google Search,Brand,South,Mobile,25766,1602,18,65995.45,8136.46,0.0622,0.0112,-0.8767
2024-10-21,101387,Facebook Ads,Brand,West,Mobile,32834,557,7,17173.16,4355.84,0.017,0.0126,-0.7464
2024-08-19,101388,Instagram Ads,Performance,North,Mobile,22346,883,32,22878.93,8708.55,0.0395,0.0362,-0.6194
2024-08-14,101389,Instagram Ads,Brand,East,Desktop,25521,788,23,19979.39,5892.52,0.0309,0.0292,-0.7051
2024-11-05,101390,Affiliate,Performance,South,Desktop,26226,1113,79,13973.85,33501.88,0.0424,0.071,1.3975
2024-04-07,101391,YouTube Ads,Performance,West,Mobile,27365,275,19,2801.64,8742.67,0.01,0.0691,2.1206
2024-02-24,101392,Facebook Ads,Remarketing,South,Desktop,22865,650,80,14990.91,20806.76,0.0284,0.1231,0.388
2024-04-20,101393,Affiliate,Performance,South,Desktop,26749,674,32,8547.51,11510.92,0.0252,0.0475,0.3467
2024-05-31,101394,Email,Performance,East,Mobile,11599,731,39,1362.6,5509.77,0.063,0.0534,3.0436
2024-09-02,101395,Google Search,Performance,South,Desktop,34046,2637,102,89139.42,27040.29,0.0775,0.0387,-0.6967
2024-03-09,101396,Google Search,Remarketing,West,Mobile,21705,711,77,48000.04,45288.1,0.0328,0.1083,-0.0565
2024-11-07,101397,YouTube Ads,Performance,North,Mobile,31731,759,72,8649.16,26604.93,0.0239,0.0949,2.076
2024-10-15,101398,Instagram Ads,Performance,North,Mobile,45110,694,62,23796.75,28365.44,0.0154,0.0893,0.192
2024-09-06,101399,Email,Brand,East,Mobile,21544,1354,36,3717.53,16654.13,0.0628,0.0266,3.4799
2024-02-05,101400,Email,Performance,West,Mobile,12822,336,25,1154.16,10006.67,0.0262,0.0744,7.6701
2024-08-26,101401,YouTube Ads,Brand,West,Mobile,50927,625,24,9424.27,9165.74,0.0123,0.0384,-0.0274
2024-05-27,101402,Affiliate,Performance,North,Mobile,20515,488,32,6049.66,10239.03,0.0238,0.0656,0.6925
2024-08-14,101403,Instagram Ads,Performance,West,Mobile,29104,1048,95,33567.61,30929.11,0.036,0.0906,-0.0786
2024-08-31,101404,Google Search,Remarketing,South,Mobile,26961,1203,120,30774.15,39009.42,0.0446,0.0998,0.2676
2024-12-02,101405,Display,Remarketing,East,Desktop,42211,588,32,4203.51,15975.07,0.0139,0.0544,2.8004
2024-12-30,101406,Facebook Ads,Performance,North,Desktop,36920,1002,95,18617.5,45933.4,0.0271,0.0948,1.4672
2024-07-19,101407,Email,Performance,East,Desktop,13519,542,20,1248.78,4046.48,0.0401,0.0369,2.2403
2024-06-02,101408,Affiliate,Remarketing,South,Mobile,15407,522,62,9755.57,27960.73,0.0339,0.1188,1.8661
2024-03-13,101409,YouTube Ads,Remarketing,North,Desktop,32921,348,25,2226.43,17382.82,0.0106,0.0718,6.8075
2024-07-19,101410,Instagram Ads,Remarketing,West,Mobile,17959,734,102,11488.16,42012.86,0.0409,0.139,2.6571
2024-10-22,101411,Instagram Ads,Performance,West,Mobile,17762,334,14,9324.4,6229.77,0.0188,0.0419,-0.3319
2024-01-17,101412,Facebook Ads,Brand,South,Mobile,29314,1067,15,18312.43,7275.81,0.0364,0.0141,-0.6027
2024-05-08,101413,Facebook Ads,Brand,North,Mobile,23678,605,14,21171.01,7614.89,0.0256,0.0231,-0.6403
2024-08-04,101414,YouTube Ads,Remarketing,East,Desktop,23623,508,50,5891.97,14671.68,0.0215,0.0984,1.4901
2024-03-01,101415,Email,Brand,North,Mobile,11916,391,13,568.03,7217.65,0.0328,0.0332,11.7065
2024-04-13,101416,YouTube Ads,Performance,West,Mobile,34687,447,37,6876.78,5824.18,0.0129,0.0828,-0.1531
2024-02-11,101417,Google Search,Performance,North,Desktop,21565,1176,62,59599.78,19283.48,0.0545,0.0527,-0.6765
2024-01-25,101418,Instagram Ads,Brand,North,Mobile,37748,786,16,7118.44,5066.47,0.0208,0.0204,-0.2883
2024-02-08,101419,Email,Remarketing,West,Desktop,12768,525,56,2032.61,27451.07,0.0411,0.1067,12.5053
2024-10-17,101420,Instagram Ads,Performance,West,Desktop,45742,1213,83,14346.24,36637.9,0.0265,0.0684,1.5538
2024-05-10,101421,Instagram Ads,Brand,East,Mobile,22742,476,17,6551.03,5201.29,0.0209,0.0357,-0.206
2024-08-16,101422,Email,Remarketing,North,Mobile,16808,581,56,1888.21,32281.22,0.0346,0.0964,16.0962
2024-04-17,101423,YouTube Ads,Performance,West,Mobile,29994,881,81,20100.56,26885.29,0.0294,0.0919,0.3375
2024-06-20,101424,Facebook Ads,Remarketing,South,Mobile,38579,1065,75,11309.0,45321.19,0.0276,0.0704,3.0075
2024-04-11,101425,Display,Performance,West,Mobile,45723,799,72,10285.49,28654.0,0.0175,0.0901,1.7859
2024-12-19,101426,Google Search,Performance,East,Mobile,35614,1149,58,74970.81,11274.02,0.0323,0.0505,-0.8496
2024-01-12,101427,Affiliate,Brand,East,Desktop,29887,450,15,3341.42,7282.3,0.0151,0.0333,1.1794
2024-10-01,101428,Google Search,Performance,South,Desktop,36524,2043,142,86587.93,57714.34,0.0559,0.0695,-0.3335
2024-04-10,101429,Google Search,Performance,East,Desktop,27740,1978,180,147080.74,30369.89,0.0713,0.091,-0.7935
2024-02-13,101430,Display,Remarketing,North,Mobile,23142,327,23,1555.42,6986.51,0.0141,0.0703,3.4917
2024-10-31,101431,Facebook Ads,Brand,East,Mobile,14793,422,13,5629.83,5237.16,0.0285,0.0308,-0.0697
2024-01-17,101432,Email,Performance,South,Mobile,10145,273,24,1075.85,4478.97,0.0269,0.0879,3.1632
2024-11-25,101433,Display,Remarketing,East,Mobile,24291,478,61,4135.17,27463.9,0.0197,0.1276,5.6415
2024-02-26,101434,Display,Performance,South,Desktop,28000,362,25,2320.22,11690.43,0.0129,0.0691,4.0385
2024-11-06,101435,Affiliate,Performance,East,Desktop,30565,568,43,4304.29,8585.99,0.0186,0.0757,0.9948
2024-10-29,101436,Facebook Ads,Performance,West,Mobile,26400,592,25,18746.67,5159.02,0.0224,0.0422,-0.7248
2024-01-12,101437,Email,Brand,South,Desktop,13265,313,5,863.26,1317.67,0.0236,0.016,0.5264
2024-11-13,101438,Google Search,Brand,East,Mobile,30426,1548,27,53195.87,10716.56,0.0509,0.0174,-0.7985
2024-03-20,101439,Facebook Ads,Remarketing,North,Mobile,30691,962,127,36846.08,48684.87,0.0313,0.132,0.3213
2024-08-03,101440,Display,Performance,South,Mobile,29807,293,12,2851.71,5006.08,0.0098,0.041,0.7555
2024-12-04,101441,Facebook Ads,Performance,South,Mobile,46695,905,46,18640.14,14769.43,0.0194,0.0508,-0.2077
2024-09-20,101442,Instagram Ads,Performance,East,Desktop,28170,816,77,22383.5,28069.04,0.029,0.0944,0.254
2024-05-28,101443,Instagram Ads,Brand,West,Desktop,29195,830,27,17764.93,8296.68,0.0284,0.0325,-0.533
2024-03-21,101444,YouTube Ads,Performance,West,Mobile,64755,1183,96,6137.85,32066.58,0.0183,0.0811,4.2244
2024-08-02,101445,Affiliate,Performance,East,Mobile,28685,949,58,16711.37,15714.1,0.0331,0.0611,-0.0597
2024-07-16,101446,Google Search,Remarketing,East,Mobile,22607,732,88,17553.96,39323.42,0.0324,0.1202,1.2401
2024-07-18,101447,Instagram Ads,Performance,North,Desktop,28642,791,55,27457.62,19404.86,0.0276,0.0695,-0.2933
2024-01-25,101448,Display,Brand,East,Desktop,26933,535,6,3850.3,2236.4,0.0199,0.0112,-0.4192
2024-03-29,101449,Instagram Ads,Remarketing,South,Desktop,13377,497,53,11018.81,15644.2,0.0372,0.1066,0.4198
2024-09-24,101450,Google Search,Performance,East,Desktop,29260,1298,80,103804.38,22954.27,0.0444,0.0616,-0.7789
2024-05-22,101451,Instagram Ads,Performance,North,Mobile,20599,707,26,10794.84,12938.53,0.0343,0.0368,0.1986
2024-02-28,101452,Facebook Ads,Remarketing,East,Mobile,34232,681,57,16262.34,35887.29,0.0199,0.0837,1.2068
2024-12-30,101453,Google Search,Performance,East,Mobile,46107,1824,168,119095.61,67467.57,0.0396,0.0921,-0.4335
2024-01-26,101454,Display,Performance,South,Mobile,18584,308,26,2649.98,5476.67,0.0166,0.0844,1.0667
2024-02-16,101455,Instagram Ads,Brand,West,Desktop,12045,227,8,3862.0,1824.22,0.0188,0.0352,-0.5276
2024-10-14,101456,Affiliate,Remarketing,East,Desktop,18488,832,101,5665.46,66560.66,0.045,0.1214,10.7485
2024-09-22,101457,Display,Brand,North,Mobile,42088,450,13,4120.49,6253.03,0.0107,0.0289,0.5175
2024-01-16,101458,YouTube Ads,Remarketing,East,Mobile,52503,1294,82,20749.17,37416.81,0.0246,0.0634,0.8033
2024-07-17,101459,Google Search,Brand,East,Mobile,27048,1162,15,39472.42,7409.69,0.043,0.0129,-0.8123
2024-10-08,101460,Instagram Ads,Remarketing,South,Mobile,36016,1207,90,20537.29,64191.19,0.0335,0.0746,2.1256
2024-03-26,101461,Google Search,Performance,West,Mobile,25105,1019,52,38637.72,9250.71,0.0406,0.051,-0.7606
2024-09-06,101462,Affiliate,Brand,West,Mobile,20618,325,9,3708.43,2516.97,0.0158,0.0277,-0.3213
2024-09-26,101463,Google Search,Performance,West,Desktop,32399,2291,209,155545.84,78894.91,0.0707,0.0912,-0.4928
2024-11-30,101464,Facebook Ads,Brand,East,Mobile,30201,1077,39,21515.54,18304.18,0.0357,0.0362,-0.1493
2024-04-26,101465,Instagram Ads,Brand,South,Mobile,28291,1161,35,17828.54,17455.26,0.041,0.0301,-0.0209
2024-01-07,101466,Facebook Ads,Brand,South,Mobile,21340,236,6,8306.15,1929.68,0.0111,0.0254,-0.7677
2024-05-16,101467,Google Search,Remarketing,East,Desktop,27245,1853,137,127236.51,69167.82,0.068,0.0739,-0.4564
2024-06-24,101468,Instagram Ads,Brand,South,Desktop,25314,1002,38,29477.83,15771.72,0.0396,0.0379,-0.465
2024-11-23,101469,Google Search,Remarketing,West,Mobile,49398,2251,263,145337.96,74209.62,0.0456,0.1168,-0.4894
2024-11-10,101470,Google Search,Brand,South,Desktop,18915,1012,26,74202.86,12448.63,0.0535,0.0257,-0.8322
2024-08-02,101471,Facebook Ads,Performance,East,Mobile,37030,823,30,25839.55,9804.07,0.0222,0.0365,-0.6206
2024-03-22,101472,Email,Remarketing,East,Mobile,13078,549,72,921.0,49949.59,0.042,0.1311,53.2341
2024-08-10,101473,Instagram Ads,Remarketing,North,Mobile,33770,1348,114,11984.22,56831.22,0.0399,0.0846,3.7422
2024-04-12,101474,Instagram Ads,Brand,North,Mobile,33241,857,31,11064.15,11844.22,0.0258,0.0362,0.0705
2024-09-29,101475,Instagram Ads,Performance,South,Mobile,25974,570,23,10171.78,10520.25,0.0219,0.0404,0.0343
2024-01-14,101476,Facebook Ads,Brand,South,Desktop,22263,309,3,3580.72,1511.9,0.0139,0.0097,-0.5778
2024-06-07,101477,Affiliate,Performance,East,Desktop,13245,511,30,8357.41,7178.63,0.0386,0.0587,-0.141
2024-05-31,101478,Google Search,Performance,North,Mobile,25657,877,31,51285.74,10566.47,0.0342,0.0353,-0.794
2024-04-17,101479,YouTube Ads,Performance,North,Mobile,32770,306,10,5924.15,3587.9,0.0093,0.0327,-0.3944
2024-07-06,101480,Display,Performance,West,Mobile,29686,451,36,1871.41,16487.57,0.0152,0.0798,7.8102
2024-10-27,101481,Display,Brand,West,Mobile,28964,446,7,3097.58,2115.52,0.0154,0.0157,-0.317
2024-04-07,101482,Google Search,Brand,East,Mobile,28174,1125,32,53510.21,16255.59,0.0399,0.0284,-0.6962
2024-05-10,101483,Facebook Ads,Brand,East,Mobile,23305,902,24,25326.16,11192.01,0.0387,0.0266,-0.5581
2024-10-19,101484,Email,Remarketing,East,Desktop,16125,957,61,4030.01,18532.43,0.0593,0.0637,3.5986
2024-06-19,101485,Google Search,Brand,East,Desktop,29901,1923,41,151179.05,11468.71,0.0643,0.0213,-0.9241
2024-07-01,101486,Display,Performance,North,Mobile,32667,532,18,2120.79,5731.39,0.0163,0.0338,1.7025
2024-12-29,101487,Email,Remarketing,East,Mobile,21399,868,80,3095.79,32910.03,0.0406,0.0922,9.6306
2024-02-08,101488,Email,Performance,East,Mobile,11417,488,20,751.24,3660.47,0.0427,0.041,3.8726
2024-01-15,101489,Google Search,Performance,North,Mobile,26730,1964,72,74616.71,12169.0,0.0735,0.0367,-0.8369
2024-01-04,101490,Email,Performance,West,Mobile,16617,353,18,1443.13,8392.46,0.0212,0.051,4.8155
2024-12-14,101491,YouTube Ads,Performance,East,Mobile,36412,934,28,23239.76,5535.18,0.0257,0.03,-0.7618
2024-07-28,101492,Display,Performance,West,Mobile,31979,374,31,3484.84,7904.91,0.0117,0.0829,1.2684
2024-06-09,101493,Google Search,Remarketing,North,Desktop,20132,1070,70,44070.18,31871.86,0.0531,0.0654,-0.2768
2024-01-16,101494,Google Search,Remarketing,West,Mobile,26700,1235,139,40564.5,41548.03,0.0463,0.1126,0.0242
2024-04-17,101495,Facebook Ads,Performance,North,Desktop,20076,566,49,18947.41,10087.51,0.0282,0.0866,-0.4676
2024-11-06,101496,Google Search,Brand,East,Mobile,22128,1411,52,104728.9,23033.22,0.0638,0.0369,-0.7801
2024-08-14,101497,Instagram Ads,Performance,West,Desktop,18248,315,21,9737.16,8300.7,0.0173,0.0667,-0.1475
2024-06-18,101498,Affiliate,Performance,East,Mobile,12822,446,37,5639.84,15556.25,0.0348,0.083,1.7583
2024-02-03,101499,Facebook Ads,Remarketing,South,Mobile,25307,606,57,16770.99,38559.34,0.0239,0.0941,1.2992
2024-09-07,101500,Display,Performance,South,Mobile,39488,660,42,8606.04,13303.01,0.0167,0.0636,0.5458
2024-09-03,101501,Google Search,Performance,West,Mobile,25575,1464,99,110870.55,25648.2,0.0572,0.0676,-0.7687
2024-09-25,101502,Google Search,Performance,North,Mobile,25555,1315,101,100387.77,37054.78,0.0515,0.0768,-0.6309
2024-05-20,101503,Google Search,Brand,West,Desktop,18898,1066,32,65438.24,13492.71,0.0564,0.03,-0.7938
2024-09-30,101504,Facebook Ads,Remarketing,North,Desktop,29831,737,94,11608.08,32462.98,0.0247,0.1275,1.7966
2024-04-05,101505,Affiliate,Brand,South,Mobile,26282,1254,35,12157.3,15320.46,0.0477,0.0279,0.2602
2024-08-14,101506,Google Search,Performance,North,Mobile,26845,1223,112,43995.49,25015.07,0.0456,0.0916,-0.4314
2024-02-08,101507,YouTube Ads,Brand,South,Mobile,48107,424,13,3591.07,4415.03,0.0088,0.0307,0.2294
2024-10-28,101508,Instagram Ads,Brand,West,Desktop,29354,993,37,14667.11,20157.33,0.0338,0.0373,0.3743
2024-01-29,101509,Affiliate,Brand,East,Desktop,17603,636,20,11478.58,8112.08,0.0361,0.0314,-0.2933
2024-11-13,101510,Google Search,Remarketing,East,Mobile,33909,2560,317,169523.71,91785.35,0.0755,0.1238,-0.4586
2024-09-01,101511,Google Search,Performance,East,Mobile,19135,686,61,15520.21,21986.9,0.0359,0.0889,0.4167
2024-08-23,101512,Google Search,Performance,North,Desktop,24245,1360,103,39252.7,24048.31,0.0561,0.0757,-0.3873
2024-07-03,101513,Instagram Ads,Remarketing,East,Mobile,26377,447,30,15461.87,7544.53,0.0169,0.0671,-0.5121
2024-09-28,101514,Facebook Ads,Performance,North,Mobile,27071,640,22,10738.66,9114.3,0.0236,0.0344,-0.1513
2024-08-23,101515,Display,Performance,East,Mobile,27607,469,24,4977.36,7813.82,0.017,0.0512,0.5699
2024-08-26,101516,YouTube Ads,Performance,North,Desktop,33497,899,78,8191.01,31160.34,0.0268,0.0868,2.8042
2024-09-22,101517,YouTube Ads,Brand,North,Mobile,26221,690,7,6674.65,4002.43,0.0263,0.0101,-0.4004
2024-12-24,101518,Instagram Ads,Performance,South,Desktop,35929,1080,43,23176.84,14847.2,0.0301,0.0398,-0.3594
2024-12-05,101519,Google Search,Brand,South,Mobile,36256,2236,29,110144.92,7208.94,0.0617,0.013,-0.9346
2024-03-05,101520,Instagram Ads,Performance,West,Mobile,24465,738,24,18779.64,6109.09,0.0302,0.0325,-0.6747
2024-06-25,101521,Affiliate,Brand,South,Mobile,30318,1050,36,7899.2,11064.78,0.0346,0.0343,0.4007
2024-01-03,101522,Display,Performance,North,Desktop,28363,518,25,3187.03,9319.46,0.0183,0.0483,1.9242
2024-05-21,101523,Display,Performance,South,Mobile,28510,232,18,2433.63,4890.33,0.0081,0.0776,1.0095
2024-06-06,101524,Display,Brand,South,Mobile,37561,435,6,1813.45,2357.51,0.0116,0.0138,0.3
2024-11-19,101525,Google Search,Remarketing,South,Mobile,34656,2096,190,156276.72,100422.25,0.0605,0.0906,-0.3574
2024-05-25,101526,Facebook Ads,Remarketing,North,Mobile,35024,1154,71,17730.05,19845.68,0.0329,0.0615,0.1193
2024-10-19,101527,Google Search,Brand,North,Desktop,38035,2589,26,119880.32,6644.69,0.0681,0.01,-0.9446
2024-06-01,101528,Facebook Ads,Remarketing,West,Mobile,20709,279,31,3699.41,18868.14,0.0135,0.1111,4.1003
2024-07-11,101529,Google Search,Performance,South,Desktop,24597,1010,64,61700.99,27509.93,0.0411,0.0634,-0.5541
2024-03-13,101530,Instagram Ads,Remarketing,South,Desktop,18204,766,70,12889.38,43234.19,0.0421,0.0914,2.3542
2024-10-31,101531,YouTube Ads,Brand,North,Mobile,60786,964,11,6239.77,2980.05,0.0159,0.0114,-0.5224
2024-12-09,101532,Display,Brand,West,Desktop,52452,264,7,2669.47,2216.96,0.005,0.0265,-0.1695
2024-05-19,101533,Email,Remarketing,West,Mobile,18912,567,72,2791.16,20645.11,0.03,0.127,6.3966
2024-07-05,101534,Affiliate,Remarketing,North,Mobile,17762,869,49,15697.03,27969.09,0.0489,0.0564,0.7818
2024-10-19,101535,Google Search,Performance,South,Mobile,37702,1714,101,106565.62,39182.07,0.0455,0.0589,-0.6323
2024-03-01,101536,Google Search,Remarketing,West,Desktop,26049,1580,128,32799.15,69372.77,0.0607,0.081,1.1151
2024-07-16,101537,YouTube Ads,Performance,West,Mobile,48447,1162,107,25793.25,37265.56,0.024,0.0921,0.4448
2024-10-21,101538,Facebook Ads,Brand,South,Mobile,33219,976,17,36016.37,8828.02,0.0294,0.0174,-0.7549
2024-11-14,101539,Facebook Ads,Performance,West,Desktop,33092,705,67,7853.64,11424.35,0.0213,0.095,0.4547
2024-10-28,101540,Facebook Ads,Brand,South,Desktop,39848,913,31,12482.16,16799.77,0.0229,0.034,0.3459
2024-12-09,101541,Facebook Ads,Remarketing,West,Mobile,24640,865,51,20365.46,34321.77,0.0351,0.059,0.6853
2024-01-11,101542,Instagram Ads,Remarketing,West,Mobile,26343,892,87,16819.34,44234.9,0.0339,0.0975,1.63
2024-03-02,101543,Instagram Ads,Performance,North,Mobile,27643,353,26,5630.13,10104.87,0.0128,0.0737,0.7948
2024-11-28,101544,Instagram Ads,Performance,West,Mobile,22371,418,29,5577.71,10128.22,0.0187,0.0694,0.8158
2024-08-13,101545,YouTube Ads,Performance,South,Mobile,40988,586,45,9365.56,21340.45,0.0143,0.0768,1.2786
2024-06-01,101546,Facebook Ads,Brand,West,Mobile,30339,636,14,21076.84,4992.79,0.021,0.022,-0.7631
2024-07-17,101547,Facebook Ads,Performance,North,Mobile,32644,891,83,33957.06,34193.49,0.0273,0.0932,0.007
2024-02-21,101548,Google Search,Performance,West,Desktop,15637,755,36,28739.88,8188.52,0.0483,0.0477,-0.7151
2024-09-16,101549,Facebook Ads,Performance,East,Mobile,37599,1306,47,40612.66,8940.84,0.0347,0.036,-0.7799
2024-02-28,101550,Email,Remarketing,South,Mobile,7212,315,46,1308.12,11999.87,0.0437,0.146,8.1734
2024-03-12,101551,Email,Performance,East,Mobile,11599,523,39,1522.89,7496.24,0.0451,0.0746,3.9224
2024-05-27,101552,YouTube Ads,Performance,North,Mobile,60416,1051,80,24616.41,24407.97,0.0174,0.0761,-0.0085
2024-12-14,101553,Facebook Ads,Remarketing,East,Mobile,37384,722,95,7717.73,49828.77,0.0193,0.1316,5.4564
2024-03-03,101554,Instagram Ads,Brand,West,Mobile,20683,742,16,23976.23,7439.78,0.0359,0.0216,-0.6897
2024-11-05,101555,Instagram Ads,Performance,South,Mobile,22155,433,24,13898.24,9089.75,0.0195,0.0554,-0.346
2024-08-30,101556,Instagram Ads,Brand,East,Mobile,19135,665,25,7779.8,7682.21,0.0348,0.0376,-0.0125
2024-12-31,101557,Instagram Ads,Performance,West,Mobile,25642,755,43,14997.64,18995.28,0.0294,0.057,0.2666
2024-11-25,101558,Instagram Ads,Remarketing,East,Mobile,41784,642,37,14077.93,13772.06,0.0154,0.0576,-0.0217
2024-04-16,101559,Instagram Ads,Brand,West,Mobile,31835,400,7,7541.32,4078.78,0.0126,0.0175,-0.4591
2024-08-13,101560,Email,Remarketing,West,Mobile,19002,541,74,2478.98,45493.56,0.0285,0.1368,17.3517
2024-11-08,101561,Google Search,Performance,East,Mobile,22060,1501,55,94231.45,13733.1,0.068,0.0366,-0.8543
2024-08-05,101562,Email,Brand,North,Mobile,7526,295,9,440.73,3204.59,0.0392,0.0305,6.2711
2024-08-28,101563,Google Search,Performance,South,Desktop,28993,2036,99,153902.28,39684.84,0.0702,0.0486,-0.7421
2024-09-15,101564,Google Search,Remarketing,North,Mobile,24599,1355,168,30853.77,120768.61,0.0551,0.124,2.9142
2024-09-18,101565,Affiliate,Brand,East,Desktop,16019,258,6,3595.23,1730.01,0.0161,0.0233,-0.5188
2024-01-05,101566,Affiliate,Performance,West,Desktop,24978,1114,83,14304.11,30434.84,0.0446,0.0745,1.1277
2024-09-17,101567,Google Search,Performance,East,Desktop,33116,2543,119,61907.74,19718.86,0.0768,0.0468,-0.6815
2024-02-23,101568,Instagram Ads,Performance,West,Mobile,40066,578,24,15483.3,4172.17,0.0144,0.0415,-0.7305
